"id","gender","age","citizenship","previous_offences","kpp","kpw","counts"
"OIO-1390153564M","M",31,"POLAND","No cirminal history","WA KMP Ostrołęka","WA KWP Radom",1
"OIO-139018254C","M",28,"POLAND","Simmilar offences","WA KPP Grodzisk Maz. (KSP)","WA KSP Warszawa",1
"OIO-1390256035F","K",31,"POLAND","No knowledge","PO KPP Słupca","PO KWP Poznań",1
"OIO-1390454456W","M",26,"POLAND","Different offences","KK KMP Kraków","KK KWP Kraków",1
"OIO-1390454838N","M",43,"POLAND","No knowledge","WA KRP Warszawa VI (KSP)","WA KSP Warszawa",1
"OIO-1390454872D","M",30,"POLAND","No knowledge","GD KPP Kartuzy","GD KWP Gdańsk",1
"OIO-1390553536P","M",28,"POLAND","No knowledge","WA KPP Piaseczno (KSP)","WA KSP Warszawa",1
"OIO-1390648M","M",48,"POLAND","No knowledge","WA KRP Warszawa II (KSP)","WA KSP Warszawa",1
"OIO-1390648M","M",48,"POLAND","Simmilar offences","WA KRP Warszawa II (KSP)","WA KSP Warszawa",1
"OIO-1390954085C","M",25,"POLAND","No cirminal history","KK KMP Tarnów","KK KWP Kraków",1
"OIO-1391053353K","M",29,"POLAND","Different offences","KA KPP Lubliniec","KA KWP Katowice",1
"OIO-139114331A","M",35,"POLAND","No cirminal history","GO KPP Wschowa","GO KWP Gorzów Wlkp.",1
"OIO-1391252588K","M",27,"POLAND","No cirminal history","LD KMP Łódź","LD KWP Łódź",1
"OIO-1391431P","M",65,"POLAND","No cirminal history","KA KMP Sosnowiec","KA KWP Katowice",1
"OIO-1391552189L","M",26,"POLAND","No cirminal history","OP KMP Opole","OP KWP Opole",1
"OIO-1391698N","M",46,"POLAND","Different offences","KI KPP Jędrzejów","KI KWP Kielce",1
"OIO-1391752325D","M",28,"POLAND","Different offences","GO KPP Żagań","GO KWP Gorzów Wlkp.",1
"OIO-1391761543T","M",26,"POLAND","No knowledge","BG KPP Świecie nad Wisłą","BG KWP Bydgoszcz",1
"OIO-13919507M","M",64,"POLAND","No cirminal history","KI KMP Kielce","KI KWP Kielce",1
"OIO-139205215D","M",35,"POLAND","No knowledge","BG KPP Brodnica","BG KWP Bydgoszcz",1
"OIO-1392052932X","M",35,"POLAND","No knowledge","OP KPP Kędzierzyn-Koźle","OP KWP Opole",1
"OIO-1392252278H","M",26,"POLAND","Simmilar offences","WA KPP Nowy Dwór Maz. (KSP)","WA KSP Warszawa",1
"OIO-1392353514C","M",28,"POLAND","No knowledge","WA KPP Ostrów Maz.","WA KWP Radom",1
"OIO-13923611F","M",40,"POLAND","No cirminal history","RZ KPP Jarosław","RZ KWP Rzeszów",1
"OIO-1392453647K","M",27,"POLAND","No cirminal history","WA KMP Ostrołęka","WA KWP Radom",1
"OIO-139251215Q","M",32,"POLAND","No cirminal history","PO KPP Ostrów Wlkp.","PO KWP Poznań",1
"OIO-1392553272U","M",29,"POLAND","No knowledge","KK KPP Proszowice","KK KWP Kraków",1
"OIO-1392570U","M",40,"POLAND","No knowledge","WA KRP Warszawa IV (KSP)","WA KSP Warszawa",1
"OIO-1392752197K","M",37,"POLAND","No knowledge","GD KMP Gdańsk","GD KWP Gdańsk",1
"OIO-13927759A","M",35,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-13929289L","M",39,"POLAND","Simmilar offences","WA KPP Grodzisk Maz. (KSP)","WA KSP Warszawa",1
"OIO-1393152777X","M",26,"POLAND","No knowledge","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-139316214K","M",38,"POLAND","No knowledge","PO KPP Złotów","PO KWP Poznań",1
"OIO-139320215M","M",29,"POLAND","Simmilar offences","WR KPP Lwówek Śląski","WR KWP Wrocław",1
"OIO-1393202A","M",63,"POLAND","No knowledge","KA KPP Mikołów","KA KWP Katowice",1
"OIO-1393252543M","M",25,"POLAND","No knowledge","KK KPP Brzesko","KK KWP Kraków",1
"OIO-1393254934W","M",51,"POLAND","No knowledge","PO KPP Koło","PO KWP Poznań",1
"OIO-1393255123U","M",46,"POLAND","No knowledge","LD KPP Bełchatów","LD KWP Łódź",1
"OIO-139347215M","M",34,"POLAND","Simmilar offences","WR KPP Góra","WR KWP Wrocław",1
"OIO-1393653740G","K",23,"POLAND","Different offences","RZ KPP Nisko","RZ KWP Rzeszów",1
"OIO-1393653913R","M",40,"POLAND","No cirminal history","WA KMP Radom","WA KWP Radom",1
"OIO-1393754776Q","M",32,"POLAND","No cirminal history","SC KPP Stargard","SC KWP Szczecin",1
"OIO-1393952872T","M",47,"POLAND","Simmilar offences","PO KPP Koło","PO KWP Poznań",1
"OIO-1393953017U","M",64,"POLAND","No cirminal history","PO KPP Oborniki","PO KWP Poznań",1
"OIO-1394342H","M",49,"POLAND","No cirminal history","KA KMP Gliwice","KA KWP Katowice",1
"OIO-13945234L","M",38,"POLAND","No cirminal history","KA KMP Bielsko-Biała","KA KWP Katowice",1
"OIO-13945900D","M",37,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-13946504X","M",39,"POLAND","No cirminal history","KA KMP Bielsko-Biała","KA KWP Katowice",1
"OIO-1394686Q","M",52,"POLAND","No knowledge","KA KPP Będzin","KA KWP Katowice",1
"OIO-1394844K","M",44,"POLAND","No knowledge","KA KPP Mikołów","KA KWP Katowice",1
"OIO-139506217H","M",34,"POLAND","Different offences","SC KPP Choszczno","SC KWP Szczecin",1
"OIO-1395254127Q","M",31,"POLAND","No knowledge","PO KPP Jarocin","PO KWP Poznań",1
"OIO-1395255567G","M",55,"POLAND","No knowledge","LU KPP Puławy","LU KWP Lublin",1
"OIO-1395260165R","M",25,"POLAND","No knowledge","GO KPP Żagań","GO KWP Gorzów Wlkp.",1
"OIO-1395262513F","M",28,"POLAND","No knowledge","SC KMP Koszalin","SC KWP Szczecin",1
"OIO-1395263030D","M",30,"POLAND","No cirminal history","SC KPP Wałcz","SC KWP Szczecin",1
"OIO-1395263421X","M",27,"POLAND","No cirminal history","RZ KMP Przemyśl","RZ KWP Rzeszów",1
"OIO-1395265783Y","M",29,"POLAND","Simmilar offences","PO KMP Konin","PO KWP Poznań",1
"OIO-139589215W","M",45,"POLAND","Simmilar offences","PO KPP Nowy Tomyśl","PO KWP Poznań",1
"OIO-139591284N","M",38,"POLAND","No cirminal history","WR KPP Kłodzko","WR KWP Wrocław",1
"OIO-1397159Y","M",61,"POLAND","No knowledge","LU KPP Łuków","LU KWP Lublin",1
"OIO-139734223P","M",35,"POLAND","No knowledge","WA KMP Radom","WA KWP Radom",1
"OIO-1397587X","M",61,"POLAND","No cirminal history","KA KPP Racibórz","KA KWP Katowice",1
"OIO-139768252Y","M",35,"POLAND","Different offences","PO KPP Słupca","PO KWP Poznań",1
"OIO-139775215K","M",35,"POLAND","No cirminal history","PO KMP Poznań","PO KWP Poznań",1
"OIO-1398091T","M",57,"POLAND","No cirminal history","WA KRP Warszawa V (KSP)","WA KSP Warszawa",1
"OIO-1398253W","M",55,"POLAND","No knowledge","KA KMP Dąbrowa Górnicza","KA KWP Katowice",1
"OIO-1399273J","M",50,"POLAND","Simmilar offences","KA KMP Zabrze","KA KWP Katowice",1
"OIO-139932215L","M",35,"POLAND","No knowledge","WR KMP Wałbrzych","WR KWP Wrocław",1
"OIO-1399429Q","M",56,"POLAND","Different offences","KA KPP Będzin","KA KWP Katowice",1
"OIO-1400555819R","M",70,"POLAND","No knowledge","KA KMP Rybnik","KA KWP Katowice",1
"OIO-1400957H","M",66,"POLAND","No cirminal history","KA KMP Piekary Śląskie","KA KWP Katowice",1
"OIO-1401153494F","M",29,"POLAND","No knowledge","WA KPP Legionowo (KSP)","WA KSP Warszawa",1
"OIO-1401155107T","M",28,"POLAND","Different offences","WR KPP Głogów","WR KWP Wrocław",1
"OIO-1401156982W","M",38,"POLAND","No cirminal history","LD KPP Radomsko","LD KWP Łódź",1
"OIO-1401157150F","M",51,"POLAND","No cirminal history","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-1401162432N","M",35,"POLAND","No cirminal history","GD KPP Wejherowo","GD KWP Gdańsk",1
"OIO-1401164072A","M",42,"POLAND","No knowledge","WR KPP Zgorzelec","WR KWP Wrocław",1
"OIO-1401164773U","M",27,"POLAND","No cirminal history","LU KPP Łuków","LU KWP Lublin",1
"OIO-1401166124F","M",36,"POLAND","No cirminal history","KA KMP Częstochowa","KA KWP Katowice",1
"OIO-1401168019J","M",51,"POLAND","No cirminal history","KA KMP Bytom","KA KWP Katowice",1
"OIO-1401254902K","M",28,"POLAND","No cirminal history","KK KMP Kraków","KK KWP Kraków",1
"OIO-1401258766R","M",28,"POLAND","No knowledge","OL KMP Olsztyn","OL KWP Olsztyn",1
"OIO-1401259229H","M",29,"POLAND","Different offences","WA KPP Przysucha","WA KWP Radom",1
"OIO-1401259229H","M",29,"POLAND","No knowledge","WA KPP Przysucha","WA KWP Radom",1
"OIO-1401359168N","M",21,"POLAND","No knowledge","LD KPP Rawa Maz.","LD KWP Łódź",1
"OIO-1401367971L","M",26,"POLAND","No knowledge","LD KPP Zgierz","LD KWP Łódź",1
"OIO-1401454298R","M",41,"POLAND","No cirminal history","PO KPP Koło","PO KWP Poznań",1
"OIO-1401455927A","K",26,"POLAND","No cirminal history","LU KPP Włodawa","LU KWP Lublin",1
"OIO-1401553785F","M",31,"POLAND","Different offences","WR KMP Jelenia Góra","WR KWP Wrocław",1
"OIO-1401555248J","M",36,"POLAND","No knowledge","WA KRP Warszawa VII (KSP)","WA KSP Warszawa",1
"OIO-1401557575E","M",42,"POLAND","No cirminal history","KA KMP Żory","KA KWP Katowice",1
"OIO-1401559248N","M",29,"POLAND","No cirminal history","RZ KPP Łańcut","RZ KWP Rzeszów",1
"OIO-1401566176J","K",56,"POLAND","No cirminal history","GO KPP Strzelce Krajeńskie","GO KWP Gorzów Wlkp.",1
"OIO-1401568879C","M",27,"POLAND","No knowledge","KK KPP Olkusz","KK KWP Kraków",1
"OIO-1401569679C","M",26,"POLAND","No cirminal history","OL KPP Szczytno","OL KWP Olsztyn",1
"OIO-1401573593E","M",27,"POLAND","No cirminal history","PO KMP Konin","PO KWP Poznań",1
"OIO-1401579096C","M",42,"POLAND","No cirminal history","KK KMP Kraków","KK KWP Kraków",1
"OIO-1401587926C","M",27,"POLAND","Simmilar offences","LD KMP Łódź","LD KWP Łódź",1
"OIO-1401590588W","M",37,"POLAND","No cirminal history","PO KPP Jarocin","PO KWP Poznań",1
"OIO-1401597628L","M",24,"POLAND","No knowledge","WA KMP Radom","WA KWP Radom",1
"OIO-1401599239G","M",70,"POLAND","No cirminal history","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-1401601322F","M",24,"POLAND","No cirminal history","BG KPP Chełmno","BG KWP Bydgoszcz",1
"OIO-1401604343F","M",21,"POLAND","No cirminal history","KA KMP Gliwice","KA KWP Katowice",1
"OIO-1401605082H","M",27,"POLAND","No cirminal history","KK KPP Chrzanów","KK KWP Kraków",1
"OIO-1401611051N","M",32,"POLAND","No cirminal history","WR KPP Złotoryja","WR KWP Wrocław",1
"OIO-1401652817P","K",38,"POLAND","No cirminal history","KA KMP Siemianowice Śląskie","KA KWP Katowice",1
"OIO-1401653224A","M",28,"POLAND","No cirminal history","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-1401659897Y","M",47,"POLAND","No cirminal history","KA KMP Bielsko-Biała","KA KWP Katowice",1
"OIO-1401662059T","M",29,"POLAND","No cirminal history","LU KPP Lubartów","LU KWP Lublin",1
"OIO-1401666307U","M",23,"POLAND","Simmilar offences","PO KPP Oborniki","PO KWP Poznań",1
"OIO-1401669667Y","M",28,"POLAND","Simmilar offences","KA KMP Żory","KA KWP Katowice",1
"OIO-1401753842Q","M",47,"POLAND","No cirminal history","PO KPP Środa Wlkp.","PO KWP Poznań",1
"OIO-1401857081E","M",21,"POLAND","No cirminal history","BK KPP Sokółka","BK KWP Białystok",1
"OIO-1401857081E","M",21,"POLAND","Simmilar offences","BK KPP Sokółka","BK KWP Białystok",2
"OIO-1401857219A","M",26,"POLAND","No cirminal history","KA KMP Jastrzębie-Zdrój","KA KWP Katowice",1
"OIO-1401868898G","M",26,"POLAND","No cirminal history","WA KMP Radom","WA KWP Radom",1
"OIO-1401870605J","M",23,"POLAND","No cirminal history","WR KMP Wrocław","WR KWP Wrocław",1
"OIO-1401871566T","M",35,"POLAND","No cirminal history","PO KMP Leszno","PO KWP Poznań",1
"OIO-1401883770W","M",37,"POLAND","No knowledge","KA KMP Gliwice","KA KWP Katowice",1
"OIO-1401888076M","K",49,"POLAND","Simmilar offences","BG KMP Włocławek","BG KWP Bydgoszcz",1
"OIO-1401893292C","K",35,"POLAND","No cirminal history","KK KMP Kraków","KK KWP Kraków",1
"OIO-1401893920N","M",39,"POLAND","No knowledge","PO KMP Kalisz","PO KWP Poznań",1
"OIO-1401897729C","M",29,"POLAND","No cirminal history","WA KPP Wyszków","WA KWP Radom",1
"OIO-1401902121M","M",29,"POLAND","No cirminal history","PO KPP Kościan","PO KWP Poznań",1
"OIO-1401902701Q","M",27,"POLAND","No cirminal history","GD KPP Sztum","GD KWP Gdańsk",1
"OIO-1401907875A","M",32,"POLAND","No knowledge","WA KMP Siedlce","WA KWP Radom",1
"OIO-1401913142A","M",29,"POLAND","Simmilar offences","LD KPP Pajęczno","LD KWP Łódź",1
"OIO-1401919363J","M",27,"POLAND","No knowledge","WA KRP Warszawa VI (KSP)","WA KSP Warszawa",1
"OIO-1401921529X","M",58,"POLAND","No knowledge","KK KPP Kraków Okolice","KK KWP Kraków",1
"OIO-1401926017D","M",66,"POLAND","No cirminal history","WR KPP Trzebnica","WR KWP Wrocław",1
"OIO-1401929813D","M",60,"POLAND","No cirminal history","BK KPP Zambrów","BK KWP Białystok",1
"OIO-1401953689Q","K",57,"POLAND","No knowledge","SC KMP Koszalin","SC KWP Szczecin",1
"OIO-1401959963N","M",33,"POLAND","No cirminal history","KK KPP Dąbrowa Tarn.","KK KWP Kraków",1
"OIO-1401965869U","M",29,"POLAND","No cirminal history","KA KPP Myszków","KA KWP Katowice",1
"OIO-1401969026W","M",26,"POLAND","No knowledge","RZ KMP Rzeszów","RZ KWP Rzeszów",1
"OIO-1401970986W","M",35,"POLAND","No cirminal history","KA KMP Bytom","KA KWP Katowice",1
"OIO-1401971596J","M",27,"POLAND","No knowledge","WA KPP Łosice","WA KWP Radom",1
"OIO-1401971645A","M",24,"POLAND","No knowledge","LU KMP Lublin","LU KWP Lublin",1
"OIO-1401977254K","K",23,"POLAND","No knowledge","WR KPP Lubań","WR KWP Wrocław",1
"OIO-1401980702T","M",51,"POLAND","No cirminal history","KA KMP Ruda Śląska","KA KWP Katowice",1
"OIO-1401981504C","M",50,"POLAND","No knowledge","WR KPP Kamienna Góra","WR KWP Wrocław",1
"OIO-1401987158N","M",27,"POLAND","No knowledge","BK KMP Suwałki","BK KWP Białystok",1
"OIO-1401996064A","M",27,"POLAND","No knowledge","KK KMP Kraków","KK KWP Kraków",1
"OIO-1401998362N","M",26,"POLAND","Different offences","KK KMP Tarnów","KK KWP Kraków",1
"OIO-1401998437D","K",40,"POLAND","No knowledge","KA KMP Sosnowiec","KA KWP Katowice",1
"OIO-1401998623Q","M",26,"POLAND","No cirminal history","BG KPP Brodnica","BG KWP Bydgoszcz",1
"OIO-1401999193F","M",35,"POLAND","No cirminal history","WA KPP Przysucha","WA KWP Radom",1
"OIO-1401999804H","M",28,"POLAND","No knowledge","KA KMP Tychy","KA KWP Katowice",1
"OIO-1402000268R","M",29,"POLAND","No cirminal history","BK KPP Sokółka","BK KWP Białystok",1
"OIO-1402005392W","M",28,"POLAND","Simmilar offences","WR KPP Środa Śląska","WR KWP Wrocław",1
"OIO-1402005561X","M",27,"POLAND","Simmilar offences","SC KPP Pyrzyce","SC KWP Szczecin",1
"OIO-1402006409P","K",23,"POLAND","Different offences","LD KPP Kutno","LD KWP Łódź",1
"OIO-1402009462A","K",37,"POLAND","No knowledge","PO KPP Jarocin","PO KWP Poznań",1
"OIO-1402010736P","M",48,"POLAND","No cirminal history","BK KMP Suwałki","BK KWP Białystok",1
"OIO-1402011735Q","M",23,"POLAND","Simmilar offences","SC KPP Wałcz","SC KWP Szczecin",1
"OIO-1402016137L","K",41,"POLAND","No knowledge","LU KPP Świdnik","LU KWP Lublin",1
"OIO-1402017849Y","M",27,"POLAND","No knowledge","KA KMP Jaworzno","KA KWP Katowice",1
"OIO-1402019146K","M",31,"POLAND","No knowledge","PO KPP Turek","PO KWP Poznań",1
"OIO-1402020488W","M",22,"POLAND","No knowledge","WA KMP Siedlce","WA KWP Radom",1
"OIO-1402022184P","M",26,"POLAND","No cirminal history","KA KPP Będzin","KA KWP Katowice",1
"OIO-1402028399X","M",27,"POLAND","Simmilar offences","WA KMP Siedlce","WA KWP Radom",1
"OIO-1402030523D","K",29,"POLAND","No cirminal history","LD KPP Radomsko","LD KWP Łódź",1
"OIO-1402030730W","K",22,"POLAND","No knowledge","LD KMP Piotrków Tryb.","LD KWP Łódź",1
"OIO-1402031042Q","M",29,"POLAND","No cirminal history","KI KMP Kielce","KI KWP Kielce",1
"OIO-1402031366F","M",41,"POLAND","No knowledge","WR KPP Kłodzko","WR KWP Wrocław",1
"OIO-1402031837P","M",38,"POLAND","No cirminal history","WA KMP Radom","WA KWP Radom",1
"OIO-1402044833N","M",28,"POLAND","No knowledge","GD KMP Gdańsk","GD KWP Gdańsk",1
"OIO-1402045944N","M",48,"POLAND","No knowledge","GO KPP Żagań","GO KWP Gorzów Wlkp.",1
"OIO-1402046805D","M",19,"POLAND","No cirminal history","BK KMP Białystok","BK KWP Białystok",1
"OIO-1402059251L","M",31,"POLAND","No knowledge","PO KMP Kalisz","PO KWP Poznań",1
"OIO-1402059509M","M",28,"POLAND","No cirminal history","WA KPP Grodzisk Maz. (KSP)","WA KSP Warszawa",1
"OIO-1402059614R","M",32,"POLAND","No cirminal history","LD KPP Kutno","LD KWP Łódź",1
"OIO-1402068783Q","M",40,"POLAND","No cirminal history","WA KPP Białobrzegi","WA KWP Radom",1
"OIO-1402076477L","M",26,"POLAND","No cirminal history","BG KPP Inowrocław","BG KWP Bydgoszcz",1
"OIO-140214216J","K",44,"POLAND","No cirminal history","KA KMP Katowice","KA KWP Katowice",1
"OIO-1402164165F","M",41,"POLAND","Different offences","WA KPP Przasnysz","WA KWP Radom",1
"OIO-1402170028K","M",22,"POLAND","No knowledge","WR KPP Dzierżoniów","WR KWP Wrocław",1
"OIO-1402171947T","M",27,"POLAND","No cirminal history","PO KMP Kalisz","PO KWP Poznań",1
"OIO-1402174874P","M",61,"POLAND","No knowledge","WA KPP Węgrów","WA KWP Radom",1
"OIO-1402175991C","M",27,"POLAND","No cirminal history","OP KMP Opole","OP KWP Opole",1
"OIO-1402178700Q","M",47,"POLAND","No cirminal history","KK KPP Gorlice","KK KWP Kraków",1
"OIO-1402184015Q","M",24,"POLAND","Simmilar offences","PO KPP Koło","PO KWP Poznań",1
"OIO-1402188974T","M",39,"POLAND","No cirminal history","WA KPP Wołomin (KSP)","WA KSP Warszawa",1
"OIO-1402189067U","M",27,"POLAND","No knowledge","OP KPP Namysłów","OP KWP Opole",1
"OIO-1402189080E","M",30,"POLAND","No knowledge","KA KMP Rybnik","KA KWP Katowice",1
"OIO-1402189768R","M",30,"POLAND","No cirminal history","KK KPP Oświęcim","KK KWP Kraków",1
"OIO-1402190458P","M",71,"POLAND","No cirminal history","LD KPP Pabianice","LD KWP Łódź",1
"OIO-1402192654L","M",25,"POLAND","No cirminal history","WA KPP Wołomin (KSP)","WA KSP Warszawa",1
"OIO-1402194156T","M",26,"POLAND","No cirminal history","WR KPP Bolesławiec","WR KWP Wrocław",1
"OIO-1402195375X","M",60,"POLAND","No knowledge","PO KMP Konin","PO KWP Poznań",1
"OIO-1402202630H","M",28,"POLAND","No knowledge","KK KPP Myślenice","KK KWP Kraków",1
"OIO-1402215257Y","M",38,"POLAND","Different offences","BG KMP Bydgoszcz","BG KWP Bydgoszcz",1
"OIO-1402230640T","M",39,"POLAND","Simmilar offences","WA KPP Wołomin (KSP)","WA KSP Warszawa",1
"OIO-1402231492R","M",58,"POLAND","No cirminal history","KK KPP Chrzanów","KK KWP Kraków",1
"OIO-1402234609F","K",38,"POLAND","No knowledge","SC KMP Szczecin","SC KWP Szczecin",1
"OIO-1402238677C","M",28,"POLAND","No cirminal history","LD KPP Tomaszów Maz.","LD KWP Łódź",1
"OIO-1402239464A","M",28,"POLAND","No cirminal history","KK KPP Miechów","KK KWP Kraków",1
"OIO-1402241257A","M",27,"POLAND","No knowledge","OL KPP Pisz","OL KWP Olsztyn",1
"OIO-1402242756Y","M",27,"POLAND","No knowledge","PO KPP Krotoszyn","PO KWP Poznań",1
"OIO-1402247554N","M",26,"POLAND","No cirminal history","RZ KPP Jarosław","RZ KWP Rzeszów",1
"OIO-1402264278G","M",26,"POLAND","No cirminal history","SC KPP Goleniów","SC KWP Szczecin",1
"OIO-1402268487Y","M",49,"POLAND","No cirminal history","RZ KPP Jasło","RZ KWP Rzeszów",1
"OIO-1402273637X","M",30,"POLAND","No knowledge","GD KMP Gdynia","GD KWP Gdańsk",1
"OIO-1402371807E","M",31,"POLAND","No knowledge","KK KMP Nowy Sącz","KK KWP Kraków",1
"OIO-1402374427M","M",25,"POLAND","Simmilar offences","KK KPP Kraków Okolice","KK KWP Kraków",1
"OIO-1402377692C","M",28,"POLAND","No knowledge","GO KMP Gorzów Wlkp.","GO KWP Gorzów Wlkp.",1
"OIO-1402382874Q","M",49,"POLAND","No cirminal history","SC KPP Wałcz","SC KWP Szczecin",1
"OIO-1402388391T","M",27,"POLAND","Different offences","KI KPP Ostrowiec Św.","KI KWP Kielce",1
"OIO-1402388879H","M",23,"POLAND","No knowledge","GO KPP Nowa Sól","GO KWP Gorzów Wlkp.",1
"OIO-1402392467K","M",21,"POLAND","No knowledge","LU KPP Lubartów","LU KWP Lublin",1
"OIO-1402396392F","M",45,"POLAND","No cirminal history","BG KPP Świecie nad Wisłą","BG KWP Bydgoszcz",1
"OIO-1402401179U","M",28,"POLAND","Different offences","PO KMP Konin","PO KWP Poznań",1
"OIO-1402403389H","M",39,"POLAND","No knowledge","GO KMP Gorzów Wlkp.","GO KWP Gorzów Wlkp.",1
"OIO-1402410451T","M",41,"POLAND","No knowledge","WR KPP Trzebnica","WR KWP Wrocław",1
"OIO-1402412305E","M",41,"POLAND","Different offences","KA KPP Wodzisław Śląski","KA KWP Katowice",1
"OIO-140241390Y","M",47,"POLAND","No cirminal history","LD KPP Kutno","LD KWP Łódź",1
"OIO-140243266T","M",34,"POLAND","Different offences","WA KPP Legionowo (KSP)","WA KSP Warszawa",1
"OIO-1402434993M","M",33,"POLAND","No cirminal history","OL KPP Iława","OL KWP Olsztyn",1
"OIO-1402441638N","M",34,"POLAND","No cirminal history","RZ KMP Rzeszów","RZ KWP Rzeszów",1
